,card_name,card_rarity,card_number,market_price,median_price
505,Galarian Obstagoon (Secret),Secret Rare,198/185,27.03,
506,Galarian Perrserker,Rare,113/185,0.21,0.25
507,Galarian Sirfetch'd V (Full Art),Ultra Rare,174/185,3.77,
508,Galarian Stunfisk,Uncommon,125/185,0.09,0.15
509,Galvantula,Uncommon,056/185,0.06,0.15
510,Garbodor,Rare,111/185,0.20,0.25
511,Genesect,Holo Rare,016/185,0.43,
512,Girafarig,Uncommon,065/185,0.07,0.18
513,Gogoat,Uncommon,018/185,0.08,0.12
514,Grapploct,Rare,101/185,0.24,0.25
515,Hero's Medal,Uncommon,152/185,0.12,0.20
516,Hero's Medal (Secret),Secret Rare,201/185,7.46,
517,Hitmontop,Uncommon,088/185,0.07,0.15
518,Jirachi,Amazing Rare,119/185,18.49,
519,Jolteon,Rare,047/185,0.38,0.40
520,Joltik,Common,055/185,0.06,0.10
521,Kakuna,Uncommon,002/185,0.08,0.15
522,Krokorok,Uncommon,108/185,0.09,0.15
523,Krookodile,Rare,109/185,0.18,0.25
524,League Staff,Uncommon,153/185,0.10,0.20
525,Leon,Holo Rare,154/185,1.40,
526,Leon (Full Art),Ultra Rare,182/185,22.45,
527,Leon (Secret),Secret Rare,195/185,26.65,
528,Loudred,Uncommon,136/185,0.07,0.15
529,Lucario,Rare,120/185,0.27,0.30
530,Lugia,Holo Rare,132/185,2.09,
531,Lycanroc,Rare,095/185,0.20,0.25
532,Magcargo,Uncommon,028/185,0.05,0.10
533,Magearna,Holo Rare,128/185,0.68,
534,Manectric,Rare,052/185,0.27,0.27
535,Memory Capsule,Uncommon,155/185,0.22,0.25
536,Memory Capsule (Secret),Secret Rare,202/185,8.76,
537,Metagross,Rare,118/185,0.29,0.32
538,Metang,Uncommon,117/185,0.10,0.11
539,Mightyena,Uncommon,104/185,0.09,0.15
540,Milcery,Common,080/185,0.06,0.10
541,Moomoo Cheese,Uncommon,156/185,0.13,0.20
542,Mudbray,Common,096/185,0.05,0.10
543,Mudsdale,Rare,097/185,0.24,0.25
544,Nessa,Uncommon,157/185,0.23,0.25
545,Nessa (Full Art),Ultra Rare,183/185,37.60,
546,Nessa (Secret),Secret Rare,196/185,51.55,
547,Nincada,Common,013/185,0.05,0.10
548,Ninjask,Rare,014/185,0.20,0.25
549,Nuzleaf,Uncommon,011/185,0.09,0.15
550,Opal,Uncommon,158/185,0.10,0.20
551,Opal (Full Art),Ultra Rare,184/185,8.90,
552,Opal (Secret),Secret Rare,197/185,12.67,
553,Oranguru (Secret),Secret Rare,199/185,26.05,
554,Orbeetle V,Ultra Rare,020/185,1.00,
555,Orbeetle V (Full Art),Ultra Rare,166/185,10.23,
556,Orbeetle VMAX,Ultra Rare,021/185,3.38,
557,Orbeetle VMAX (Secret),Secret Rare,186/185,14.59,
558,Oshawott,Common,033/185,0.08,0.15
559,Phanpy,Common,086/185,0.11,0.15
560,Pikachu V,Ultra Rare,043/185,2.57,
561,Pikachu V (Full Art),Ultra Rare,170/185,74.20,
562,Pikachu VMAX,Ultra Rare,044/185,30.85,
563,Pikachu VMAX (Secret),Secret Rare,188/185,388.82,
564,Pikipek,Common,143/185,0.05,0.10
565,Pincurchin,Uncommon,062/185,0.10,0.15
566,Pineco,Common,008/185,0.06,0.10
567,Pokemon Center Lady (Full Art),Ultra Rare,185/185,27.85,
568,Poochyena,Common,103/185,0.06,0.10
569,Quagsire,Rare,084/185,0.22,0.25
570,Raikou,Amazing Rare,050/185,12.22,
571,Rayquaza,Amazing Rare,138/185,23.05,
572,Regirock,Holo Rare,089/185,0.60,
573,Riolu,Common,090/185,0.06,0.10
574,Rockruff,Common,094/185,0.06,0.10
575,Rocky Helmet,Uncommon,159/185,0.16,0.25
576,Sableye,Uncommon,105/185,0.08,0.14
577,Samurott,Rare,035/185,0.29,0.35
578,Sandile,Common,107/185,0.05,0.10
579,Seedot,Common,010/185,0.04,0.10
580,Shaymin,Holo Rare,015/185,0.52,
581,Shedinja,Rare,066/185,0.27,0.29
582,Shiftry,Rare,012/185,0.24,0.30
583,Shuckle,Uncommon,085/185,0.09,0.10
584,Shuppet,Common,067/185,0.05,0.11
585,Skiddo,Common,017/185,0.05,0.10
586,Slugma,Common,027/185,0.07,0.10
587,Snorlax,Holo Rare,131/185,2.67,
588,Steelix V,Ultra Rare,115/185,1.23,
589,Steelix V (Full Art),Ultra Rare,176/185,8.29,
590,Stone Fighting Energy,Uncommon,164/185,0.86,0.50
591,Swellow,Uncommon,134/185,0.08,0.14
592,Swoobat,Uncommon,074/185,0.10,0.10
593,Taillow,Common,133/185,0.08,0.10
594,Talonflame V,Ultra Rare,029/185,1.52,
595,Talonflame V (Full Art),Ultra Rare,168/185,11.09,
596,Telescopic Sight,Uncommon,160/185,0.34,0.30
597,Telescopic Sight (Secret),Secret Rare,203/185,10.06,
598,Terrakion,Rare,092/185,0.25,0.25
599,Togekiss V,Ultra Rare,140/185,1.61,
600,Togekiss V (Full Art),Ultra Rare,178/185,9.80,
601,Togekiss VMAX,Ultra Rare,141/185,3.79,
602,Togekiss VMAX (Secret),Secret Rare,191/185,21.59,
603,Tornadus,Holo Rare,142/185,0.54,
604,Toucannon,Rare,145/185,0.17,0.25
605,Trubbish,Common,110/185,0.06,0.10
606,Trumbeak,Uncommon,144/185,0.08,0.16
607,Tynamo,Common,057/185,0.06,0.10
608,Vaporeon,Rare,030/185,0.39,0.40
609,Voltorb,Common,045/185,0.05,0.13
610,Wailmer,Common,031/185,0.07,0.14
611,Wailord,Holo Rare,032/185,0.76,
612,Wash Water Energy,Uncommon,165/185,0.38,0.30
613,Weedle,Common,001/185,0.09,0.11
614,Whimsicott,Rare,076/185,0.33,0.39
615,Whismur,Common,135/185,0.04,0.10
616,Woobat,Common,073/185,0.06,0.10
617,Wooper,Common,083/185,0.05,0.10
618,Wyndon Stadium,Uncommon,161/185,0.11,0.20
619,Xerneas,Holo Rare,078/185,0.60,
620,Yanma,Common,006/185,0.07,0.10
621,Yanmega,Rare,007/185,0.21,0.25
622,Zacian,Amazing Rare,082/185,9.75,
623,Zamazenta,Amazing Rare,102/185,7.61,
624,Zapdos,Holo Rare,048/185,1.23,
625,Zarude V,Ultra Rare,022/185,1.60,
626,Zarude V (Full Art),Ultra Rare,167/185,11.64,
627,Zebstrika,Uncommon,054/185,0.05,0.15
628,Zekrom,Holo Rare,060/185,0.88,
629,Zeraora,Holo Rare,061/185,0.72,
630,Zygarde,Holo Rare,093/185,0.45,
631,Absol,Uncommon,38/73,0.12,0.15
632,Alcremie V,Ultra Rare,22/73,1.69,
633,Alcremie VMAX,Ultra Rare,23/73,3.22,
634,Altaria,Holo Rare,49/73,0.19,
635,Arbok,Uncommon,34/73,0.12,0.15
636,Bede,Uncommon,50/73,0.13,0.20
637,Beedrill,Uncommon,4/73,0.08,0.17
638,Carvanha,Common,11/73,0.06,0.10
639,Centiskorch,Holo Rare,10/73,0.17,
640,Charizard V (Secret),Secret Rare,79/73,286.80,
641,Charizard VMAX (Secret),Secret Rare,74/73,292.10,
642,Drednaw V,Ultra Rare,14/73,1.46,
643,Drednaw V (Full Art),Ultra Rare,69/73,2.28,
644,Drednaw VMAX,Ultra Rare,15/73,3.18,
645,Drednaw VMAX (Secret),Secret Rare,75/73,11.19,
646,Duraludon V,Ultra Rare,47/73,1.46,
647,Ekans,Common,33/73,0.07,0.12
648,Eldegoss V,Ultra Rare,5/73,1.85,
649,Full Heal,Common,51/73,0.09,0.20
650,Galarian Cursola V,Ultra Rare,21/73,1.18,
651,Galarian Cursola V (Full Art),Ultra Rare,71/73,2.33,
652,Galarian Linoone,Common,36/73,0.07,0.15
653,Galarian Obstagoon,Holo Rare,37/73,0.20,
654,Galarian Zigzagoon,Common,35/73,0.08,0.10
655,Gardevoir V,Ultra Rare,16/73,1.47,
656,Gardevoir V (Full Art),Ultra Rare,70/73,2.58,
657,Gardevoir VMAX,Ultra Rare,17/73,3.27,
658,Gardevoir VMAX (Secret),Secret Rare,76/73,18.03,
659,Grapploct V,Ultra Rare,32/73,1.26,
660,Grapploct V (Full Art),Ultra Rare,72/73,2.33,
661,Great Ball,Uncommon,52/73,0.21,0.25
662,Hatenna,Common,18/73,0.10,0.11
663,Hatterene,Holo Rare,20/73,0.19,
664,Hattrem,Uncommon,19/73,0.11,0.15
665,Hop,Uncommon,53/73,0.17,0.20
666,Hop (Full Art),Ultra Rare,73/73,2.30,
667,Hyper Potion,Uncommon,54/73,0.09,0.20
668,Incineroar V,Ultra Rare,8/73,1.68,
669,Inkay,Common,44/73,0.07,0.10
670,Kabu,Uncommon,55/73,0.11,0.20
671,Kabu (Secret),Secret Rare,77/73,7.32,
672,Kakuna,Common,3/73,0.06,0.10
673,Liepard,Uncommon,40/73,0.12,0.15
674,Lucario V,Ultra Rare,27/73,1.63,
675,Lycanroc,Holo Rare,30/73,0.20,
676,Machamp,Holo Rare,26/73,0.26,
677,Machoke,Uncommon,25/73,0.16,0.20
678,Machop,Common,24/73,0.10,0.13
679,Malamar,Uncommon,45/73,0.08,0.15
680,Marnie,Holo Rare,56/73,0.61,
681,Milo,Uncommon,57/73,0.08,0.20
682,Nickit,Common,46/73,0.07,0.10
683,Piers,Uncommon,58/73,0.17,0.20
684,Piers (Secret),Secret Rare,78/73,10.14,
685,Poke Ball,Common,59/73,0.07,0.20
686,Pokemon Center Lady,Uncommon,60/73,0.18,0.22
687,Potion,Common,61/73,0.09,0.16
688,Professor's Research,Holo Rare,62/73,0.31,
689,Purrloin,Common,39/73,0.08,0.10
690,Rockruff,Common,29/73,0.07,0.10
691,Rolycoly,Common,31/73,0.05,0.10
692,Rotom Bike,Uncommon,63/73,0.10,0.20
693,Rotom Phone,Uncommon,64/73,0.19,0.24
694,Scrafty,Holo Rare,42/73,0.19,
695,Scraggy,Common,41/73,0.07,0.10
696,Sharpedo,Uncommon,12/73,0.08,0.15
697,Sizzlipede,Common,9/73,0.07,0.10
698,Sonia,Uncommon,65/73,0.23,0.25
699,Suspicious Food Tin,Uncommon,66/73,0.11,0.20
700,Suspicious Food Tin (Secret),Secret Rare,80/73,3.40,
701,Swablu,Common,48/73,0.11,0.16
702,Team Yell Grunt,Uncommon,67/73,0.13,0.20
703,Trubbish,Common,43/73,0.08,0.13
704,Turffield Stadium,Uncommon,68/73,0.10,0.20
705,Venusaur V,Ultra Rare,1/73,2.00,
706,Victini,Uncommon,7/73,0.09,0.13
707,Vulpix,Common,6/73,0.07,0.11
708,Wailord V,Ultra Rare,13/73,1.78,
709,Weedle,Common,2/73,0.06,0.12
710,Zygarde,Holo Rare,28/73,0.19,
711,Accelgor,Rare,010/189,0.19,0.25
712,Aggron,Holo Rare,123/189,0.49,
713,Ampharos,Rare,057/189,0.22,0.25
714,Arctovish,Rare,054/189,0.31,0.30
715,Arctozolt,Holo Rare,066/189,0.96,
716,Ariados,Uncommon,103/189,0.06,0.19
717,Aron,Common,121/189,0.08,0.15
718,Beartic,Rare,049/189,0.22,0.25
719,Big Parasol,Uncommon,157/189,0.12,0.25
720,Big Parasol (Secret),Secret Rare,199/189,5.09,
721,Billowing Smoke,Uncommon,158/189,0.10,0.22
722,Bird Keeper,Uncommon,159/189,0.61,0.40
723,Blaziken,Holo Rare,024/189,0.94,
724,Bounsweet,Common,014/189,0.07,0.15
725,Bunnelby,Common,150/189,0.12,0.20
726,Butterfree V,Ultra Rare,001/189,1.43,
727,Butterfree V (Full Art),Ultra Rare,177/189,4.64,
728,Butterfree VMAX,Ultra Rare,002/189,3.55,
729,Butterfree VMAX (Secret),Secret Rare,190/189,19.67,
730,Cape of Toughness,Uncommon,160/189,0.34,0.30
731,Capture Energy (Secret),Secret Rare,201/189,12.04,
732,Carnivine,Uncommon,005/189,0.08,0.15
733,Centiskorch V,Ultra Rare,033/189,2.69,
734,Centiskorch V (Full Art),Ultra Rare,179/189,4.63,
735,Centiskorch VMAX,Ultra Rare,034/189,7.93,
736,Centiskorch VMAX (Secret),Secret Rare,191/189,15.93,
737,Charizard V,Ultra Rare,019/189,10.36,
738,Charizard VMAX,Ultra Rare,020/189,107.80,
739,Coalossal (Secret),Secret Rare,198/189,17.54,
740,Combusken,Uncommon,023/189,0.09,0.20
741,Copperajah,Holo Rare,132/189,0.53,
742,Corviknight,Holo Rare,156/189,0.45,
743,Corvisquire,Uncommon,155/189,0.07,0.15
744,Crobat V,Ultra Rare,104/189,6.57,
745,Crobat V (Full Art),Ultra Rare,182/189,15.47,
746,Cubchoo,Common,048/189,0.05,0.15
747,Cufant,Common,131/189,0.06,0.15
748,Darkrai,Holo Rare,105/189,0.83,
749,Dartrix,Uncommon,012/189,0.08,0.17
750,Decidueye,Holo Rare,013/189,1.02,
751,Dedenne,Uncommon,078/189,0.24,0.25
752,Deino,Common,108/189,0.08,0.15
753,Delcatty,Rare,142/189,0.20,0.25
754,Diggersby,Rare,096/189,0.19,0.25
755,Diglett,Common,084/189,0.06,0.15
756,Dracovish,Holo Rare,053/189,0.68,
757,Dracozolt,Rare,065/189,0.31,0.29
758,Ducklett,Common,148/189,0.08,0.15
759,Dugtrio,Uncommon,085/189,0.08,0.16
760,Dunsparce,Common,137/189,0.07,0.15
761,Electrike,Common,058/189,0.06,0.15
762,Escavalier,Rare,124/189,0.17,0.25
763,Eternatus V,Ultra Rare,116/189,3.16,
764,Eternatus VMAX,Ultra Rare,117/189,7.04,
765,Eternatus VMAX (Secret),Secret Rare,192/189,20.97,
766,Familiar Bell,Uncommon,161/189,0.13,0.25
767,Feebas,Common,038/189,0.06,0.15
768,Flaaffy,Uncommon,056/189,0.08,0.15
769,Fletchinder,Uncommon,031/189,0.09,0.15
770,Fletchling,Common,151/189,0.07,0.15
771,Flygon,Rare,091/189,0.27,0.25
772,Furret,Uncommon,136/189,0.09,0.15
773,Galarian Darmanitan (28),Rare,028/189,0.30,0.29
774,Galarian Darmanitan (44),Rare,044/189,0.37,0.35
775,Galarian Darumaka,Common,043/189,0.04,0.12
776,Galarian Mr. Mime,Common,035/189,0.08,0.14
777,Galarian Mr. Rime,Rare,036/189,2.06,1.65
778,Galarian Sirfetch'd,Rare,098/189,0.46,0.38
779,Galarian Slowbro V,Ultra Rare,099/189,1.94,
780,Galarian Stunfisk V,Ultra Rare,128/189,1.46,
781,Galarian Stunfisk V (Full Art),Ultra Rare,184/189,3.77,
782,Glimwood Tangle,Uncommon,162/189,0.20,0.25
783,Golett,Common,076/189,0.04,0.13
784,Golisopod,Holo Rare,018/189,0.46,
785,Golurk,Rare,077/189,0.21,0.25
786,Gothita,Common,073/189,0.07,0.15
787,Gothitelle,Rare,075/189,0.21,0.25
788,Gothorita,Uncommon,074/189,0.08,0.15
789,Granbull,Rare,071/189,0.21,0.25
790,Greedent,Rare,153/189,0.26,0.26
791,Grimer,Common,100/189,0.04,0.15
792,Grimmsnarl V,Ultra Rare,114/189,1.72,
793,Grimmsnarl VMAX,Ultra Rare,115/189,4.34,
794,Heat R Energy,Uncommon,174/189,0.39,0.35
795,Heatran,Holo Rare,025/189,0.41,
796,Hiding D Energy,Uncommon,175/189,0.42,0.35
797,Hippopotas,Common,093/189,0.07,0.14
798,Hippowdon,Rare,094/189,0.24,0.25
799,Hoopa,Holo Rare,111/189,0.74,
800,Houndoom V,Ultra Rare,021/189,1.60,
801,Houndoom V (Full Art),Ultra Rare,178/189,5.58,
802,Hydreigon,Rare,110/189,0.28,0.30
803,Jigglypuff,Common,067/189,0.06,0.15
804,Kabu,Uncommon,163/189,0.09,0.20
805,Kabu (Full Art),Ultra Rare,186/189,3.73,
806,Kangaskhan,Holo Rare,133/189,0.40,
807,Karrablast,Common,008/189,0.04,0.15
808,Klang,Uncommon,126/189,0.05,0.15
809,Klink,Common,125/189,0.06,0.15
810,Klinklang,Rare,127/189,0.24,0.25
811,Lairon,Uncommon,122/189,0.07,0.15
812,Larvesta,Common,029/189,0.06,0.15
813,Larvitar,Common,086/189,0.07,0.15
814,Liepard,Rare,107/189,0.25,0.25
815,Lugia,Rare,140/189,0.59,0.48
816,Lunatone,Uncommon,072/189,0.06,0.15
817,Manectric,Rare,059/189,0.21,0.25
818,Mareanie,Common,051/189,0.07,0.15
819,Mareep,Common,055/189,0.07,0.15
820,Melmetal,Rare,130/189,0.24,0.25
821,Meltan,Common,129/189,0.09,0.15
822,Mew V,Ultra Rare,069/189,5.61,
823,Milotic,Holo Rare,039/189,0.85,
824,Mimikyu,Rare,081/189,0.36,0.33
825,Morelull,Common,079/189,0.05,0.13
826,Muk,Rare,101/189,0.22,0.25
827,Nickit,Common,112/189,0.06,0.15
828,Old PC,Uncommon,164/189,0.06,0.20
829,Panpour,Common,041/189,0.07,0.15
830,Pansage,Common,006/189,0.06,0.15
831,Pansear,Common,026/189,0.06,0.15
832,Paras,Common,003/189,0.05,0.15
833,Parasect,Uncommon,004/189,0.08,0.20
834,Passimian,Common,097/189,0.05,0.15
835,Piers,Uncommon,165/189,0.19,0.25
836,Piers (Full Art),Ultra Rare,187/189,6.83,
837,Pincurchin,Holo Rare,064/189,0.43,
838,Pokemon Breeder's Nurturing,Uncommon,166/189,0.20,0.25
839,Pokemon Breeder's Nurturing (Full Art),Ultra Rare,188/189,4.58,
840,Pokemon Breeder's Nurturing (Secret),Secret Rare,195/189,10.39,
841,Polteageist,Uncommon,083/189,0.18,0.25
842,Powerful C Energy,Uncommon,176/189,0.26,0.25
843,Pupitar,Uncommon,087/189,0.08,0.15
844,Purrloin,Common,106/189,0.05,0.15
845,Rare Fossil,Uncommon,167/189,0.12,0.25
846,Relicanth,Uncommon,040/189,0.06,0.15
847,Rhyperior V,Ultra Rare,095/189,1.41,
848,Rhyperior V (Full Art),Ultra Rare,181/189,4.38,
849,Rillaboom (Secret),Secret Rare,197/189,31.42,
850,Rookidee,Common,154/189,0.10,0.15
851,Rose,Uncommon,168/189,0.15,0.25
852,Rose (Full Art),Ultra Rare,189/189,4.46,
853,Rose (Secret),Secret Rare,196/189,10.31,
854,Rose Tower,Uncommon,169/189,0.11,0.25
855,Rowlet,Common,011/189,0.10,0.15
856,Salamence V,Ultra Rare,143/189,1.86,
857,Salamence V (Full Art),Ultra Rare,185/189,5.75,
858,Salamence VMAX,Ultra Rare,144/189,5.06,
859,Salamence VMAX (Secret),Secret Rare,194/189,27.93,
860,Scizor V,Ultra Rare,118/189,1.62,
861,Scizor V (Full Art),Ultra Rare,183/189,5.79,
862,Scizor VMAX,Ultra Rare,119/189,4.40,
863,Scizor VMAX (Secret),Secret Rare,193/189,22.63,
864,Sentret,Common,135/189,0.06,0.15
865,Shelmet,Common,009/189,0.06,0.15
866,Shiinotic,Uncommon,080/189,0.07,0.15
867,Simipour,Uncommon,042/189,0.08,0.15
868,Simisage,Uncommon,007/189,0.06,0.15
869,Simisear,Uncommon,027/189,0.05,0.15
870,Sinistea,Common,082/189,0.12,0.21
871,Skarmory,Common,120/189,0.11,0.14
872,Skitty,Common,141/189,0.06,0.15
873,Skwovet,Common,152/189,0.13,0.15
874,Snubbull,Common,070/189,0.06,0.15
875,Solrock,Uncommon,092/189,0.06,0.14
876,Spikemuth,Uncommon,170/189,0.20,0.25
877,Spinarak,Common,102/189,0.06,0.14
878,Staraptor,Rare,147/189,0.24,0.25
879,Staravia,Uncommon,146/189,0.07,0.15
880,Starly,Common,145/189,0.10,0.15
881,Steenee,Uncommon,015/189,0.06,0.15
882,Struggle Gloves,Uncommon,171/189,0.10,0.20
883,Suicune,Holo Rare,037/189,1.59,
884,Swanna,Rare,149/189,0.22,0.25
885,Talonflame,Rare,032/189,0.23,0.25
886,Tapu Koko,Holo Rare,061/189,0.44,
887,Tauros,Common,134/189,0.07,0.15
888,Teddiursa,Common,138/189,0.06,0.15
889,Thievul,Rare,113/189,0.21,0.25
890,Torchic,Common,022/189,0.10,0.15
891,Toxapex,Uncommon,052/189,0.07,0.20
892,Toxel,Common,062/189,0.06,0.15
893,Toxtricity,Holo Rare,063/189,0.46,
894,Trapinch,Common,089/189,0.06,0.15
895,Tsareena,Rare,016/189,0.22,0.25
896,Turbo Patch,Uncommon,172/189,0.27,0.30
897,Turbo Patch (Secret),Secret Rare,200/189,9.09,
898,Tyranitar,Holo Rare,088/189,1.24,
899,Ursaring,Uncommon,139/189,0.07,0.13
900,Vanillish,Uncommon,046/189,0.06,0.15
901,Vanillite,Common,045/189,0.06,0.12
902,Vanilluxe,Rare,047/189,0.14,0.25
903,Vibrava,Uncommon,090/189,0.07,0.15
904,Vikavolt V,Ultra Rare,060/189,1.45,
905,Vikavolt V (Full Art),Ultra Rare,180/189,4.26,
906,Volcarona,Rare,030/189,0.19,0.25
907,Wigglytuff,Rare,068/189,0.22,0.25
908,Wimpod,Common,017/189,0.10,0.15
909,Wishiwashi,Common,050/189,0.06,0.14
910,Yell Horn,Uncommon,173/189,0.18,0.24
911,Zweilous,Uncommon,109/189,0.07,0.15
912,Alolan Raichu - SM65 (#25 Pikachu Stamped),Promo,SM65,0.27,0.50
913,Alolan Raichu - SM65 (#56 Pikachu Stamped),Promo,SM65,0.56,0.57
914,Blitzle - 81/214 (#1 Pikachu Stamped),Common,81/214,,0.25
915,Blitzle - 81/214 (#19 Pikachu Stamped),Common,81/214,0.04,0.25
916,Blitzle - 81/214 (#45 Pikachu Stamped),Common,81/214,,0.25
917,Bug Catcher - 189/236 (#26 Pikachu Stamped),Uncommon,189/236,0.23,0.25
918,Bug Catcher - 189/236 (#34 Charizard Stamped),Uncommon,189/236,,0.25
919,Bug Catcher - 189/236 (#44 Pikachu Stamped),Uncommon,189/236,,0.24
920,Bug Catcher - 189/236 (#46 Pikachu Stamped),Uncommon,189/236,0.19,0.25
921,Bug Catcher - 189/236 (#47 Charizard Stamped),Uncommon,189/236,,0.25
922,Bug Catcher - 189/236 (#51 Pikachu Stamped),Uncommon,189/236,,0.24
923,Bug Catcher - 189/236 (Mewtwo Stamped),Uncommon,189/236,0.21,0.25
924,Chansey - 46/68 (#47 Pikachu Stamped),Uncommon,46/68,0.33,0.37
925,Chansey - 46/68 (#5 Pikachu Stamped),Uncommon,46/68,0.26,0.33
926,Charizard - 3/70 (#39 Charizard Stamped),Rare,3/70,4.38,5.00
927,Charizard GX - 9/68 (#60 Charizard Stamped),Ultra Rare,9/68,8.71,
928,Charmander - 18/147 (#1 Charizard Stamped),Common,18/147,0.31,0.31
929,Charmander - 18/147 (#16 Charizard Stamped),Common,18/147,0.28,0.31
930,Charmander - 18/147 (#42 Charizard Stamped),Common,18/147,0.28,0.28
931,Charmander - 18/147 (#56 Charizard Stamped),Common,18/147,0.27,0.28
932,Charmeleon - 8/68 (#15 Charizard Stamped),Uncommon,8/68,0.29,0.30
933,Charmeleon - 8/68 (#30 Charizard Stamped),Uncommon,8/68,0.33,0.32
934,Charmeleon - 8/68 (#51 Charizard Stamped),Uncommon,8/68,0.25,0.26
935,Cresselia - 87/236 (Mewtwo Stamped),Uncommon,87/236,0.22,0.25
936,Cynthia - 119/156 (#21 Charizard Stamped),Uncommon,119/156,0.37,0.50
937,Cynthia - 119/156 (#24 Pikachu Stamped),Uncommon,119/156,0.40,0.50
938,Cynthia - 119/156 (#50 Charizard Stamped),Uncommon,119/156,0.40,0.50
939,Cynthia - 119/156 (#50 Pikachu Stamped),Uncommon,119/156,0.31,0.50
940,Cynthia - 119/156 (#59 Charizard Stamped),Uncommon,119/156,0.37,0.50
941,Cynthia - 119/156 (#59 Pikachu Stamped),Uncommon,119/156,0.47,0.51
942,Cynthia - 119/156 (Mewtwo Stamped),Uncommon,119/156,0.32,0.50
943,Eevee - 49/68 (#26 Charizard Stamped),Common,49/68,0.34,0.37
944,Eevee - 49/68 (#36 Charizard Stamped),Common,49/68,0.37,0.41
945,Eevee - 49/68 (Mewtwo Stamped),Common,49/68,0.34,0.39
946,Electabuzz - 43/156 (#41 Pikachu Stamped),Common,43/156,0.42,0.42
947,Electabuzz - 43/156 (#58 Pikachu Stamped),Common,43/156,0.38,0.40
948,Electabuzz - 43/156 (#6 Pikachu Stamped),Common,43/156,0.37,0.37
949,Electivire - 43/147 (#53 Pikachu Stamped),Rare,43/147,0.23,0.25
950,Electivire- 43/147 (#32 Pikachu Stamped),Rare,43/147,,0.25
951,Electropower - 172/214 (#34 Pikachu Stamped),Uncommon,172/214,0.53,0.58
952,Espeon - 89/214 (Mewtwo Stamped),Rare,89/214,0.56,0.65
953,Fire Energy (#10 Charizard Stamped),Common,N/A,0.22,0.25
954,Fire Energy (#11 Charizard Stamped),Common,N/A,0.20,0.23
955,Fire Energy (#12 Charizard Stamped),Common,N/A,0.17,0.25
956,Fire Energy (#17 Charizard Stamped),Common,N/A,0.17,0.25
957,Fire Energy (#19 Charizard Stamped),Common,N/A,0.25,0.25
958,Fire Energy (#2 Charizard Stamped),Common,N/A,0.14,0.25
959,Fire Energy (#20 Charizard Stamped),Common,N/A,0.26,0.25
960,Fire Energy (#22 Charizard Stamped),Common,N/A,0.12,0.25
961,Fire Energy (#24 Charizard Stamped),Common,N/A,0.12,0.25
962,Fire Energy (#29 Charizard Stamped),Common,N/A,0.12,0.25
963,Fire Energy (#3 Charizard Stamped),Common,N/A,0.20,0.25
964,Fire Energy (#32 Charizard Stamped),Common,N/A,0.12,0.25
965,Fire Energy (#35 Charizard Stamped),Common,N/A,0.16,0.25
966,Fire Energy (#38 Charizard Stamped),Common,N/A,0.15,0.25
967,Fire Energy (#5 Charizard Stamped),Common,N/A,0.20,0.25
968,Fire Energy (#6 Charizard Stamped),Common,N/A,0.12,0.25
969,Fire Energy (#8 Charizard Stamped),Common,N/A,0.16,0.25
970,Fire Energy (#9 Charizard Stamped),Common,N/A,0.12,0.25
971,Flareon - SM186 (#27 Charizard Stamped),Promo,SM186,0.70,0.70
972,Flareon - SM186 (#44 Charizard Stamped),Promo,SM186,0.68,0.73
973,Great Ball - 119/149 (#29 Pikachu Stamped),Uncommon,119/149,0.32,0.31
974,Great Ball - 119/149 (#33 Charizard Stamped),Uncommon,119/149,0.18,0.23
975,Great Ball - 119/149 (#38 Pikachu Stamped),Uncommon,119/149,0.32,0.25
976,Great Ball - 119/149 (#43 Charizard Stamped),Uncommon,119/149,0.30,0.27
977,Great Ball - 119/149 (#48 Charizard Stamped),Uncommon,119/149,0.11,0.25
978,Great Ball - 119/149 (#49 Pikachu Stamped),Uncommon,119/149,0.18,0.25
979,Great Ball - 119/149 (#55 Charizard Stamped),Uncommon,119/149,0.25,0.25
980,Great Ball - 119/149 (#57 Pikachu Stamped),Uncommon,119/149,0.25,0.25
981,Great Ball - 119/149 (Mewtwo Stamped),Uncommon,119/149,0.23,0.25
982,Hau - 120/149 (#13 Pikachu Stamped),Uncommon,120/149,0.21,0.24
983,Hau - 120/149 (#28 Charizard Stamped),Uncommon,120/149,0.13,0.25
984,Hau - 120/149 (#33 Pikachu Stamped),Uncommon,120/149,0.21,0.24
985,Hau - 120/149 (#41 Charizard Stamped),Uncommon,120/149,0.20,0.25
986,Hau - 120/149 (#42 Pikachu Stamped),Uncommon,120/149,0.22,0.24
987,Hau - 120/149 (#52 Charizard Stamped),Uncommon,120/149,0.09,0.25
988,Hau - 120/149 (#54 Pikachu Stamped),Uncommon,120/149,0.19,0.22
989,Hau - 120/149 (#57 Charizard Stamped),Uncommon,120/149,0.15,0.25
990,Hau - 120/149 (Mewtwo Stamped),Uncommon,120/149,0.22,0.25
991,Kangaskhan - 55/70 (#4 Charizard Stamped),Common,55/70,0.30,0.31
992,Kangaskhan - 55/70 (#53 Charizard Stamped),Common,55/70,0.21,0.25
993,Lightning Energy (#10 Pikachu Stamped),Common,N/A,0.09,0.25
994,Lightning Energy (#11 Pikachu Stamped),Common,N/A,0.18,0.25
995,Lightning Energy (#12 Pikachu Stamped),Common,N/A,0.10,0.25
